_id,Time_Stamp,Device_ID,AC1,Current,voltage,Power_Factor,Real_Power,room_temp,Compressor_temp,External_temp,Current_mode_of_AC,Auto,Swing_dir,timing_clock_of_ac,AC_fan,AC_brand,Humidity,_updated,_created,_etag,_links,parent,collection
ObjectId(5dbd0eba620444f3d7c9e3eb),2019-11-02T05:02:48.264646+00:00,011019,,0.3,240.04,0.49,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:06:02.000Z,2019-11-02T05:06:02.000Z,5fe2c662727e6ed3fd3efff3c39e0984af8e175b,,,
ObjectId(5dbd0ec8620444f3d7c9e3ec),2019-11-02T05:04:48.689577+00:00,011019,,0.29,240.98,0.53,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:06:16.000Z,2019-11-02T05:06:16.000Z,8ae0904ae007875dee64f3a0baa070a5000720d2,,,
ObjectId(5dbd0f8c620444f3d7c9e3ed),2019-11-02T05:06:49.120886+00:00,011019,,0.26,240.15,0.55,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:09:32.000Z,2019-11-02T05:09:32.000Z,ab8d90072cdf102f4653c8955bbeca9d355ac7c3,,,
ObjectId(5dbd0f9e620444f3d7c9e3ee),2019-11-02T05:08:49.531845+00:00,011019,,0.25,241.16,0.56,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:09:50.000Z,2019-11-02T05:09:50.000Z,1ffc05c8ad08963de30662ee3e6dc37d3325cf1c,,,
ObjectId(5dbd1195620444f3d7c9e3ef),2019-11-02T05:10:49.942776+00:00,011019,,0.26,242.54,0.59,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:18:13.000Z,2019-11-02T05:18:13.000Z,e3fab1994fe218340c165502e52cd0e45288bd86,,,
ObjectId(5dbd11a3620444f3d7c9e3f0),2019-11-02T05:12:50.373135+00:00,011019,,0.28,240.08,0.59,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:18:27.000Z,2019-11-02T05:18:27.000Z,a348993cb09e45afc1f4ad9cd132a37b74241257,,,
ObjectId(5dbd11ae620444f3d7c9e3f1),2019-11-02T05:14:50.766453+00:00,011019,,6.36,241.84,0.79,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:18:38.000Z,2019-11-02T05:18:38.000Z,ddb267dafbf9ec5622363ad46704b3299eb40e45,,,
ObjectId(5dbd11be620444f3d7c9e3f2),2019-11-02T05:16:51.181685+00:00,011019,,6.35,240.19,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:18:54.000Z,2019-11-02T05:18:54.000Z,ad6ee253389e8425b3e926e8c86fc83d4dbe0805,,,
ObjectId(5dbd11ca620444f3d7c9e3f3),2019-11-02T05:18:51.613723+00:00,011019,,6.4,237.12,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:19:06.000Z,2019-11-02T05:19:06.000Z,fa1579983d40ce163b32fefc35d63d37d02e8d85,,,
ObjectId(5dbd12a5620444f3d7c9e3f4),2019-11-02T05:20:52.055085+00:00,011019,,0.21,243.51,0.03,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:22:45.000Z,2019-11-02T05:22:45.000Z,05e627fc7c33c27210e5599a115d14745af8d132,,,
ObjectId(5dbd12c1620444f3d7c9e3f5),2019-11-02T05:22:52.432396+00:00,011019,,0.18,240.99,0.1,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:23:13.000Z,2019-11-02T05:23:13.000Z,e78dda8df543cdad9718f763c35636138c99bf92,,,
ObjectId(5dbd13f4620444f3d7c9e3f6),2019-11-02T05:24:52.861698+00:00,011019,,0.19,239.95,0.06,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:28:20.000Z,2019-11-02T05:28:20.000Z,bae7b63243578233d862b376e35028e5aeaafdbb,,,
ObjectId(5dbd1406620444f3d7c9e3f7),2019-11-02T05:26:53.261121+00:00,011019,,0.19,241.57,0.09,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:28:38.000Z,2019-11-02T05:28:38.000Z,929c1350c02b3f5a5ac313a3fa879c626a88855d,,,
ObjectId(5dbd1626620444f3d7c9e3f8),2019-11-02T05:30:54.103001+00:00,011019,,0.17,241.4,0.1,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:37:42.000Z,2019-11-02T05:37:42.000Z,274bb6404fff330af10fe680c2262a9b8eec95d5,,,
ObjectId(5dbd1642620444f3d7c9e3f9),2019-11-02T05:32:54.529538+00:00,011019,,0.18,242.33,0.13,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:38:10.000Z,2019-11-02T05:38:10.000Z,6b3dfad133186252356124d087352615470eead6,,,
ObjectId(5dbd1658620444f3d7c9e3fa),2019-11-02T05:34:54.932570+00:00,011019,,0.18,241.33,0.13,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:38:32.000Z,2019-11-02T05:38:32.000Z,fd01fdc569b0aec69781664f0189d1ee7b6a517a,,,
ObjectId(5dbd1663620444f3d7c9e3fb),2019-11-02T05:36:55.345287+00:00,011019,,0.17,242.24,0.07,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:38:43.000Z,2019-11-02T05:38:43.000Z,6077864871434453896ff91ce7c988fac3106840,,,
ObjectId(5dbd1690620444f3d7c9e3fc),2019-11-02T05:38:55.757674+00:00,011019,,0.17,241.69,0.09,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:39:28.000Z,2019-11-02T05:39:28.000Z,aa0ff9307d3bccf48be96569ffc745c18bccda4f,,,
ObjectId(5dbd1893620444f3d7c9e3fd),2019-11-02T05:40:56.144770+00:00,011019,,0.19,239.61,0.07,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:48:03.000Z,2019-11-02T05:48:03.000Z,6a9ade178dfd699c8dbb7e623ac93bcf1c09a781,,,
ObjectId(5dbd1975620444f3d7c9e3fe),2019-11-02T05:42:56.566104+00:00,011019,,0.18,241.36,0.09,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:51:49.000Z,2019-11-02T05:51:49.000Z,2fc048f43f11f3187f6609707f65a911941d5fe0,,,
ObjectId(5dbd1986620444f3d7c9e3ff),2019-11-02T05:44:57.007311+00:00,011019,,0.17,240.84,0.08,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:52:06.000Z,2019-11-02T05:52:06.000Z,012144d76c116d327812dfa9df774a1143a6fd9e,,,
ObjectId(5dbd199e620444f3d7c9e400),2019-11-02T05:46:57.398089+00:00,011019,,0.16,240.47,0.12,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:52:30.000Z,2019-11-02T05:52:30.000Z,eb290d775dcd38b647fc9054b2580a0e24bd7eef,,,
ObjectId(5dbd19b1620444f3d7c9e401),2019-11-02T05:48:57.810082+00:00,011019,,0.16,242.69,0.09,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:52:49.000Z,2019-11-02T05:52:49.000Z,cfc6d50b637507fe976034e49d908b719b5ec914,,,
ObjectId(5dbd19c2620444f3d7c9e402),2019-11-02T05:50:58.232725+00:00,011019,,0.17,240.53,0.06,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:53:06.000Z,2019-11-02T05:53:06.000Z,1a1255df721be3b02d0906ab4e46969b8e97233d,,,
ObjectId(5dbd19d2620444f3d7c9e403),2019-11-02T05:52:58.668115+00:00,011019,,0.17,238.54,0.13,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:53:22.000Z,2019-11-02T05:53:22.000Z,827fcfbd565b1edf77eab11b9350ce336a7d30e2,,,
ObjectId(5dbd1a3b620444f3d7c9e404),2019-11-02T05:54:59.052731+00:00,011019,,0.18,241.25,0.11,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:55:07.000Z,2019-11-02T05:55:07.000Z,ff81c06395515c9b393f050386543e9467de498b,,,
ObjectId(5dbd1ae0620444f3d7c9e405),2019-11-02T05:56:59.473158+00:00,011019,,0.17,238.48,0.1,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T05:57:52.000Z,2019-11-02T05:57:52.000Z,440bee2d93994aef5ec981f1a4d39ab89495ee46,,,
ObjectId(5dbd1bc8620444f3d7c9e406),2019-11-02T05:58:59.896046+00:00,011019,,0.18,241.26,-0.04,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:01:44.000Z,2019-11-02T06:01:44.000Z,4a059034025315c5a9f907b8b7e8b3dac509c54a,,,
ObjectId(5dbd1bcf620444f3d7c9e407),2019-11-02T06:01:00.292333+00:00,011019,,0.17,241.86,0.07,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:01:51.000Z,2019-11-02T06:01:51.000Z,25057585b7604c9eae23f5bdbdc444628e50318c,,,
ObjectId(5dbd1cb0620444f3d7c9e408),2019-11-02T06:03:00.734130+00:00,011019,,6.34,235.52,0.76,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:05:36.000Z,2019-11-02T06:05:36.000Z,c8ff1f3f43465b15963e7c76bea5e0a8563ba7c0,,,
ObjectId(5dbd1cb7620444f3d7c9e409),2019-11-02T06:05:01.174118+00:00,011019,,6.46,236.93,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:05:43.000Z,2019-11-02T06:05:43.000Z,24e16beeddce36dc7aa6b1a714ccc53ba5b30f18,,,
ObjectId(5dbd1d97620444f3d7c9e40a),2019-11-02T06:07:01.594405+00:00,011019,,6.54,237.51,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:09:27.000Z,2019-11-02T06:09:27.000Z,aa2d3883f26e774eb5a6d5061d53d4434dc28bb0,,,
ObjectId(5dbd1da4620444f3d7c9e40b),2019-11-02T06:09:02.004128+00:00,011019,,0.26,238.36,0.52,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:09:40.000Z,2019-11-02T06:09:40.000Z,97dd2c05465297cd97649cc58ea6b45c5360d0d6,,,
ObjectId(5dbd1e81620444f3d7c9e40c),2019-11-02T06:11:02.422682+00:00,011019,,6.39,237.79,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:13:21.000Z,2019-11-02T06:13:21.000Z,3cb881d3c5acfcc1788988045479ea5fc5eca783,,,
ObjectId(5dbd1e88620444f3d7c9e40d),2019-11-02T06:13:02.832885+00:00,011019,,6.62,237.32,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:13:28.000Z,2019-11-02T06:13:28.000Z,bd10f22a569ec02d99f3be700707a63f989828bf,,,
ObjectId(5dbd1f51620444f3d7c9e40e),2019-11-02T06:15:03.261931+00:00,011019,,6.56,236.07,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:16:49.000Z,2019-11-02T06:16:49.000Z,04bc9e852ce44af55497b230ce749db125a25b7d,,,
ObjectId(5dbd1f7b620444f3d7c9e40f),2019-11-02T06:17:04.240572+00:00,011019,,6.65,238.05,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:17:31.000Z,2019-11-02T06:17:31.000Z,40788f9b48975b72127550a9fb7fe178f429aefc,,,
ObjectId(5dbd2068620444f3d7c9e410),2019-11-02T06:19:04.126418+00:00,011019,,6.65,237.25,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:21:28.000Z,2019-11-02T06:21:28.000Z,226b0e9c74bdfa4d066886fbb43a125338d832e5,,,
ObjectId(5dbd2071620444f3d7c9e411),2019-11-02T06:21:04.537575+00:00,011019,,0.26,239.79,0.54,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:21:37.000Z,2019-11-02T06:21:37.000Z,240fa43ffef6cb05d87d666a79124c2da3e48775,,,
ObjectId(5dbd210b620444f3d7c9e412),2019-11-02T06:23:04.948782+00:00,011019,,0.25,241.71,0.55,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:24:11.000Z,2019-11-02T06:24:11.000Z,01dc26a64264fda8d9a8d98c95968ff76ede016d,,,
ObjectId(5dbd215d620444f3d7c9e413),2019-11-02T06:25:05.421787+00:00,011019,,6.47,235.87,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:25:33.000Z,2019-11-02T06:25:33.000Z,033c2179b9ee6620fc36ba4e0fa350a4721450d9,,,
ObjectId(5dbd224f620444f3d7c9e414),2019-11-02T06:27:05.796249+00:00,011019,,6.51,237.96,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:29:35.000Z,2019-11-02T06:29:35.000Z,045277ceba302986acd6582f382414333814aed3,,,
ObjectId(5dbd2256620444f3d7c9e415),2019-11-02T06:29:06.206044+00:00,011019,,6.59,238.53,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:29:42.000Z,2019-11-02T06:29:42.000Z,e0fed10012e7f1a618bf4557b80f95f26b7c2d43,,,
ObjectId(5dbd233d620444f3d7c9e416),2019-11-02T06:33:07.355277+00:00,011019,,6.66,237.01,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:33:33.000Z,2019-11-02T06:33:33.000Z,4a80bec50bde38bc6c401ea870d1877ef8e6ce1c,,,
ObjectId(5dbd2423620444f3d7c9e417),2019-11-02T06:35:07.872289+00:00,011019,,6.47,235.53,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:37:23.000Z,2019-11-02T06:37:23.000Z,caaa5b074d5ddad878402470dc56f4aea49b72e4,,,
ObjectId(5dbd242a620444f3d7c9e418),2019-11-02T06:37:07.893069+00:00,011019,,6.64,236,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:37:30.000Z,2019-11-02T06:37:30.000Z,5e16a9eacb4f084387fc450414304885b88dc9d3,,,
ObjectId(5dbd2511620444f3d7c9e419),2019-11-02T06:39:08.313437+00:00,011019,,6.67,237.55,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:41:21.000Z,2019-11-02T06:41:21.000Z,121cb548753d86ceda601f97b7d50f2440c68a1c,,,
ObjectId(5dbd2518620444f3d7c9e41a),2019-11-02T06:41:08.707181+00:00,011019,,6.57,236.82,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:41:28.000Z,2019-11-02T06:41:28.000Z,f133411af2c1857f83a98a88fcaf75dba81ec1a6,,,
ObjectId(5dbd25fc620444f3d7c9e41b),2019-11-02T06:43:09.164868+00:00,011019,,6.69,234.4,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:45:16.000Z,2019-11-02T06:45:16.000Z,dfa26579a5cbfc12f79eef136eae79fd0905f0ac,,,
ObjectId(5dbd2604620444f3d7c9e41c),2019-11-02T06:45:09.542623+00:00,011019,,6.68,237.27,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:45:24.000Z,2019-11-02T06:45:24.000Z,c011bb96530dd38884f89f521bbbebe207e21db2,,,
ObjectId(5dbd26f2620444f3d7c9e41d),2019-11-02T06:47:09.990083+00:00,011019,,6.68,234.66,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:49:22.000Z,2019-11-02T06:49:22.000Z,1ede7ab241a5c2b33784a2bcc9870df121176166,,,
ObjectId(5dbd26f9620444f3d7c9e41e),2019-11-02T06:49:10.404713+00:00,011019,,6.69,234.9,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:49:29.000Z,2019-11-02T06:49:29.000Z,81fcbb6c00f529414425637b8be473d719f61abe,,,
ObjectId(5dbd27ca620444f3d7c9e41f),2019-11-02T06:51:10.821543+00:00,011019,,6.75,236.52,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:52:58.000Z,2019-11-02T06:52:58.000Z,84ca83e4e7fa388149e47d64442f3d8e5563bb1a,,,
ObjectId(5dbd27e0620444f3d7c9e420),2019-11-02T06:53:11.258741+00:00,011019,,6.74,234.96,0.77,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:53:20.000Z,2019-11-02T06:53:20.000Z,c5bea3c7139e70f93b1811c214247f51fcc75985,,,
ObjectId(5dbd28c7620444f3d7c9e421),2019-11-02T06:55:11.653573+00:00,011019,,6.8,235.85,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:57:11.000Z,2019-11-02T06:57:11.000Z,2920e7897ab84476bf9ff42688f5a72a55682b17,,,
ObjectId(5dbd28ce620444f3d7c9e422),2019-11-02T06:57:12.058561+00:00,011019,,6.84,236.16,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T06:57:18.000Z,2019-11-02T06:57:18.000Z,146771eae69bb7692267ae4301e61ca484d331ce,,,
ObjectId(5dbd2985620444f3d7c9e423),2019-11-02T06:59:15.515832+00:00,011019,,6.58,237.45,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:00:21.000Z,2019-11-02T07:00:21.000Z,043c906690bcfb1b25a23f86e4735aba3712fbe9,,,
ObjectId(5dbd29be620444f3d7c9e424),2019-11-02T07:01:12.905066+00:00,011019,,6.71,238.05,0.78,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:01:18.000Z,2019-11-02T07:01:18.000Z,2eba1fc1f27746e15f24321962acd910f4811f18,,,
ObjectId(5dbd2aac620444f3d7c9e425),2019-11-02T07:03:13.355187+00:00,011019,,6.6,239.32,0.79,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:05:16.000Z,2019-11-02T07:05:16.000Z,aff2eebbea5955c4f9282a424669468dbe5ddd66,,,
ObjectId(5dbd2ab3620444f3d7c9e426),2019-11-02T07:05:13.744167+00:00,011019,,0.28,238.71,0.52,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:05:23.000Z,2019-11-02T07:05:23.000Z,097ae9cf61ff8912bb9a3757093a03e89b9d81f0,,,
ObjectId(5dbd2b3f620444f3d7c9e427),2019-11-02T07:07:14.153774+00:00,011019,,0.25,240.89,0.57,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:07:43.000Z,2019-11-02T07:07:43.000Z,702775a2d70bf6f3cb91c5c638d652b9d5cf1806,,,
ObjectId(5dbd2b9f620444f3d7c9e428),2019-11-02T07:09:14.586975+00:00,011019,,0.27,240.01,0.57,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:09:19.000Z,2019-11-02T07:09:19.000Z,f90cc5082621fdb9ef23685799009520fd2f12f6,,,
ObjectId(5dbd2c7c620444f3d7c9e429),2019-11-02T07:11:15.009721+00:00,011019,,0.25,239.36,0.54,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:13:00.000Z,2019-11-02T07:13:00.000Z,629203ec570d8fc236699a1b6146d655d768d12f,,,
ObjectId(5dbd2cec620444f3d7c9e42a),2019-11-02T07:13:15.416010+00:00,011019,,0.27,241.61,0.5,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:14:52.000Z,2019-11-02T07:14:52.000Z,1d1d6b07ff1662ce2c5e9c0f78ddba231d9f1613,,,
ObjectId(5dbd2d71620444f3d7c9e42b),2019-11-02T07:15:15.818376+00:00,011019,,0.29,240.17,0.55,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:17:05.000Z,2019-11-02T07:17:05.000Z,fd53a8a14541886c880f1b9653bcf7ac1caa950d,,,
ObjectId(5dbd2e5c620444f3d7c9e42c),2019-11-02T07:17:16.246800+00:00,011019,,0.25,239.48,0.57,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:21:00.000Z,2019-11-02T07:21:00.000Z,b9359e8ec52718e7edce82d999961feb3e608ee0,,,
ObjectId(5dbd2e62620444f3d7c9e42d),2019-11-02T07:19:16.680998+00:00,011019,,0.27,241.35,0.62,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:21:06.000Z,2019-11-02T07:21:06.000Z,06af41273ca83c423cb9c841dde46bdd15f29a6c,,,
ObjectId(5dbd2eb3620444f3d7c9e42e),2019-11-02T07:21:17.086484+00:00,011019,,0.24,238.73,0.59,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:22:27.000Z,2019-11-02T07:22:27.000Z,7a53cf53d53db7c1c461a3011178c2066309071b,,,
ObjectId(5dbd2f64620444f3d7c9e42f),2019-11-02T07:23:17.511204+00:00,011019,,0.25,238.43,0.56,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:25:24.000Z,2019-11-02T07:25:24.000Z,010f96cdcc0d075ca0ece60b1240e39083630342,,,
ObjectId(5dbd2f6c620444f3d7c9e430),2019-11-02T07:25:17.897441+00:00,011019,,0.27,242.04,0.58,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:25:32.000Z,2019-11-02T07:25:32.000Z,2261aa951ff4cd90458684421ebc9b1788276d40,,,
ObjectId(5dbd3050620444f3d7c9e431),2019-11-02T07:27:18.334005+00:00,011019,,0.26,240.59,0.56,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:29:20.000Z,2019-11-02T07:29:20.000Z,4d31dee020603d31a0fd904e0cd8014f81306cf2,,,
ObjectId(5dbd3057620444f3d7c9e432),2019-11-02T07:29:18.734989+00:00,011019,,0.27,242.01,0.59,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:29:27.000Z,2019-11-02T07:29:27.000Z,a14872bf70827f110c1be29e63186a3024b82bb7,,,
ObjectId(5dbd313d620444f3d7c9e433),2019-11-02T07:31:19.172752+00:00,011019,,0.17,243.97,-0.01,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:33:17.000Z,2019-11-02T07:33:17.000Z,7f0a3e012a6781d475c4d895fc03dd52369727e7,,,
ObjectId(5dbd3144620444f3d7c9e434),2019-11-02T07:33:19.585453+00:00,011019,,0.17,238.43,0.1,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:33:24.000Z,2019-11-02T07:33:24.000Z,00400e2d4b5ae0051c7d7469c039f39683faaf14,,,
ObjectId(5dbd3224620444f3d7c9e435),2019-11-02T07:35:19.983038+00:00,011019,,0.16,242.31,0.11,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:37:08.000Z,2019-11-02T07:37:08.000Z,000ef03951575c89d3aacecb73ad7f7a110b9dcd,,,
ObjectId(5dbd3235620444f3d7c9e436),2019-11-02T07:37:20.461353+00:00,011019,,0.16,240.97,-0.03,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:37:25.000Z,2019-11-02T07:37:25.000Z,51e6b59211e85634f2bbdff43d220881559ae691,,,
ObjectId(5dbd331b620444f3d7c9e437),2019-11-02T07:39:20.845190+00:00,011019,,0.19,240.86,0.06,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:41:15.000Z,2019-11-02T07:41:15.000Z,5531433e53a24d7a731590a43c579a89e0b66ddb,,,
ObjectId(5dbd33d6620444f3d7c9e438),2019-11-02T07:41:21.244808+00:00,011019,,0.16,242.94,0.07,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:44:22.000Z,2019-11-02T07:44:22.000Z,2aa1d2ed02b7de8da955a0232cf9ada0676c9157,,,
ObjectId(5dbd33e2620444f3d7c9e439),2019-11-02T07:43:21.675185+00:00,011019,,0.17,242.03,0.11,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:44:34.000Z,2019-11-02T07:44:34.000Z,1c8d0e7ec4d745067d23cd4b3274fce0a5a57bde,,,
ObjectId(5dbd34f5620444f3d7c9e43a),2019-11-02T07:45:22.123846+00:00,011019,,0.17,239.58,0.13,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:49:09.000Z,2019-11-02T07:49:09.000Z,945c1d32c3bb9946db208e8236cb19eea2d7eed8,,,
ObjectId(5dbd34fc620444f3d7c9e43b),2019-11-02T07:47:22.494609+00:00,011019,,0.18,242.73,0.11,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:49:16.000Z,2019-11-02T07:49:16.000Z,a8bd423d1ec8148518103eea7686749b3e7cba75,,,
ObjectId(5dbd359d620444f3d7c9e43c),2019-11-02T07:49:22.918703+00:00,011019,,0.16,239.83,0.04,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:51:57.000Z,2019-11-02T07:51:57.000Z,f706a97cdfe45d92b0b99d317f5619d97cb17926,,,
ObjectId(5dbd35a8620444f3d7c9e43d),2019-11-02T07:51:23.312434+00:00,011019,,0.16,241.08,0.05,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:52:08.000Z,2019-11-02T07:52:08.000Z,fc0e93bad39f46695cad02fb486d36dd7a47ea0d,,,
ObjectId(5dbd360e620444f3d7c9e43e),2019-11-02T07:53:23.804917+00:00,011019,,0.17,242.47,0.08,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:53:50.000Z,2019-11-02T07:53:50.000Z,004d068d99c5e2a3a49e654f62347fbe4e497d83,,,
ObjectId(5dbd370f620444f3d7c9e43f),2019-11-02T07:55:25.201625+00:00,011019,,0.16,241.76,0.11,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:58:07.000Z,2019-11-02T07:58:07.000Z,7d3affe7cc41c11148cbb31028560a36aab81a1f,,,
ObjectId(5dbd3718620444f3d7c9e440),2019-11-02T07:57:24.578090+00:00,011019,,0.17,241.69,0.08,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:58:16.000Z,2019-11-02T07:58:16.000Z,ed6d725da13393d5936dd9022b619e6cb17006de,,,
ObjectId(5dbd376f620444f3d7c9e441),2019-11-02T07:59:24.992221+00:00,011019,,0.17,241.97,0.22,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T07:59:43.000Z,2019-11-02T07:59:43.000Z,e4ede352619e935b00bee1f678f5488a48ec7968,,,
ObjectId(5dbd380e620444f3d7c9e442),2019-11-02T08:01:25.415811+00:00,011019,,0.19,241.94,-0.03,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T08:02:22.000Z,2019-11-02T08:02:22.000Z,7847d396cf5240ff0f2a28b2a01b04ffa851682e,,,
ObjectId(5dbd3904620444f3d7c9e443),2019-11-02T08:03:25.830361+00:00,011019,,0.16,242.98,0.07,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T08:06:28.000Z,2019-11-02T08:06:28.000Z,b2c582f0a9a59009af506dac9511b0e3e2a6c5b8,,,
ObjectId(5dbd390c620444f3d7c9e444),2019-11-02T08:05:26.245592+00:00,011019,,0.17,242.09,0.05,,0,0,0,Auto,,NaN,00,ON,Bluestar,0,2019-11-02T08:06:36.000Z,2019-11-02T08:06:36.000Z,1e9e58dc6956452e674eab8912732a8cf9cf5dfe,,,
